REGIAO,NOME_REGIAO,VALIDADE_INI,VALIDADE_FIN,COMPRADOR,NOME_COMPRADOR,FORNECEDOR,NM_FORNECEDOR,PRODUTO,NOME_PR,MARCA,NOME_MARCA,QTDE,VRUNI,OBS_FORNECEDOR
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300300501,ABACAXI KG,00001,PADRAO,,"10,9",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300301001,ABACAXI UN,00001,PADRAO,,"10,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300301301,ACEROLA KG,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300301501,AMEIXA MED 50GR UN,00001,PADRAO,,"3,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300302001,AMEIXA KG,00001,PADRAO,,"22,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300302501,BANANA DA TERRA 250GR UN,00001,PADRAO,,"0,5",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300303001,BANANA NANICA 140GR UN,00001,PADRAO,,"0,5",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300303501,BANANA NANICA KG,00001,PADRAO,,"2,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300304001,BANANA PRATA 200GR UN,00001,PADRAO,,1,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300304101,CARAMBOLA UN,00001,PADRAO,,2,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300304201,CAQUI UN,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300304501,GOIABA VERMELHA 170GR UN,00001,PADRAO,,3,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300305001,KIWI 80GR UN,00001,PADRAO,,"3,5",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300305501,KIWI KG,00001,PADRAO,,"38,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300306001,LARANJA PERA T14 MED 130GR UN,00001,PADRAO,,"1,2",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300306101,LARANJA PERA KG,00001,PADRAO,,"3,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300306501,LARANJA LIMA 120GR UN,00001,PADRAO,,2,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300306601,LARANJA LIMA KG,00001,PADRAO,,"4,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300307001,LIMAO KG,00001,PADRAO,,"4,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300307501,LIMAO 38GR UN,00001,PADRAO,,"0,4",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300308001,LIMAO SICILIANO KG,00001,PADRAO,,"21,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300308501,MACA ARGENTINA KG,00001,PADRAO,,"24,9",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300309001,MACA FUJI T150GR UN,00001,PADRAO,,"1,5",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300309501,MACA VERDE KG,00001,PADRAO,,"24,9",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300310001,MACA GALA KG,00001,PADRAO,,"9,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300310501,MACA GALA T150 UN,00001,PADRAO,,1,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_10103003106,MACA GALA SELECIONADA E PADRONIZADA,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300310601,MACA GALA SELECIONADA E PADRONIZADA UN,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300311001,MACA T180 UN,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300311501,MAMAO FORMOSA KG,00001,PADRAO,,"5,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300312001,MAMAO PAPAYA KG,00001,PADRAO,,"12,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300312501,MANGA TOMMY KG,00001,PADRAO,,"12,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300313001,MANGA PALMER KG,00001,PADRAO,,"12,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300313501,MARACUJA AZEDO KG,00001,PADRAO,,"12,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300314001,MELANCIA KG,00001,PADRAO,,"3,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300314501,MELAO KG,00001,PADRAO,,"4,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300315001,MEXERICA/TANGERINA PONKAN 45GR UN,00001,PADRAO,,2,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300315101,MEXERICA/TANGERINA PONKAN 45GR KG,00001,PADRAO,,"5,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300315501,MORANGO 300GR BJ,00001,PADRAO,,"15,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300315601,MORANGO KG,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300315701,MORANGO ORGANICO 300GR BJ,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300316001,PERA WILLIANS 230GR UN,00001,PADRAO,,"3,5",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300316101,PERA KG,00001,PADRAO,,"17,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300316501,PERA BABY 180GR  UN,00001,PADRAO,,"3,5",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300317001,PESSEGO 100GR UN,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300317501,PITAYA MED 300GR,00001,PADRAO,,10,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300318001,UVA ITALIA KG,00001,PADRAO,,"24,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300318501,UVA RUBI KG,00001,PADRAO,,"24,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300319001,UVA VITORIA KG,00001,PADRAO,,"24,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300319501,UVA THOMPSON KG,00001,PADRAO,,"24,99",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400001,OVO DE GALINHA BRANCO MEDIO UN,00001,PADRAO,,"1,1",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400002,OVO DE GALINHA BRANCO MEDIO 12UN BJ,00001,PADRAO,,"6,9",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400003,OVO DE GALINHA BRANCO MEDIO 30UN BJ,00001,PADRAO,,"22,9",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400004,OVO DE GALINHA BRANCO MEDIO 30DZ (360UN) CX,00001,PADRAO,,"273,6",
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400005,OVO DE GALINHA BRANCO MEDIO 25DZ (300UN) CX,00001,PADRAO,,228,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400006,OVO DE GALINHA BRANCO MEDIO 90UN CX,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400007,OVO DE GALINHA BRANCO MEDIO 20DZ (240UN) CX,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400501,OVO DE CODORNA UN,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400502,OVO DE CODORNA 30UN BJ,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300400503,OVO DE CODORNA 360UN CX,00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300401001,"OVO DE CODORNA CONSERVA F=1,2KG BD",00001,PADRAO,,,
003,GRANDE BH,01/09/2026 00:00:00,30/09/2026 00:00:00,000000999997,HORTIFRUTI,_27540906000155,HORTIFRUTI SANTA LUZIA LTDA,_1010300401002,OVO DE CODORNA CONSERVA KG,00001,PADRAO,,,
